20
36 311
76 20 311
20 78 950
22 21 9
21 23 84
24 21 755
26 21 100
21 27 888
28 21 783
21 29 677
30 21 873
32 21 832
21 33 953
34 21 730
35 21 963
36 21 81
21 37 714
38 21 689
21 40 82
21 41 603
21 42 405
21 43 110
44 21 443
45 21 238
21 48 304
21 49 538
21 50 649
52 21 434
53 21 383
54 21 193
21 55 983
57 21 815
58 21 825
59 21 762
60 21 568
21 61 343
21 62 665
64 21 587
21 65 919
66 21 607
68 21 734
69 21 875
71 21 383
21 72 113
21 74 28
75 21 310
76 21 189
21 79 69
22 24 233
22 26 461
22 27 145
22 28 323
22 29 737
22 31 347
32 22 584
33 22 651
22 34 899
22 35 272
36 22 181
22 40 278
41 22 785
22 46 282
22 48 155
49 22 194
22 51 708
52 22 23
53 22 284
54 22 802
22 56 77
57 22 861
22 58 998
60 22 955
22 61 205
62 22 90
65 22 881
67 22 568
22 68 438
22 71 852
74 22 658
76 22 6
79 22 64
24 23 234
26 23 659
29 23 729
23 31 565
32 23 377
23 33 688
23 34 798
35 23 181
36 23 536
38 23 60
23 40 479
23 41 427
23 42 540
23 43 514
23 44 482
45 23 774
23 48 189
23 49 212
50 23 450
51 23 897
52 23 991
53 23 224
54 23 852
59 23 243
23 61 594
62 23 261
23 64 739
67 23 8
68 23 483
69 23 738
23 71 61
23 72 198
74 23 761
77 23 160
78 23 540
79 23 657
25 24 576
24 26 604
27 24 22
24 28 391
24 29 561
24 30 70
31 24 237
24 32 324
24 34 824
36 24 852
24 37 39
24 38 512
24 39 668
24 41 151
43 24 967
44 24 548
45 24 547
47 24 101
50 24 603
24 51 281
53 24 812
56 24 501
57 24 788
24 58 641
24 59 19
61 24 878
24 62 481
24 64 547
24 65 409
24 66 873
24 67 164
24 69 395
24 70 401
71 24 490
24 72 587
24 74 152
24 75 963
24 76 379
77 24 904
79 24 341
25 26 69
27 25 577
30 25 74
31 25 488
35 25 557
37 25 749
38 25 186
25 41 374
25 42 944
25 43 517
44 25 895
25 45 133
46 25 15
25 47 728
48 25 490
49 25 392
51 25 820
25 52 445
25 53 434
54 25 639
25 55 466
25 56 405
58 25 89
59 25 549
25 60 762
61 25 428
25 62 605
64 25 704
25 65 207
68 25 308
25 71 681
25 72 420
25 73 131
25 75 482
25 76 642
77 25 424
25 78 799
79 25 503
27 26 786
26 28 335
32 26 751
26 33 208
26 35 496
37 26 233
26 38 627
39 26 919
40 26 773
26 41 168
26 42 935
44 26 656
26 46 168
48 26 387
26 50 532
26 51 676
52 26 188
26 54 502
26 57 117
59 26 113
26 60 37
63 26 672
64 26 139
26 65 792
66 26 455
26 69 963
70 26 714
71 26 206
26 72 951
74 26 423
76 26 954
77 26 828
26 78 831
29 27 240
27 30 150
27 31 831
36 27 94
38 27 396
27 39 688
27 40 432
41 27 878
42 27 22
27 43 259
27 45 109
47 27 84
48 27 318
49 27 896
27 51 62
52 27 716
27 53 22
27 54 378
55 27 89
27 60 762
62 27 62
27 64 761
66 27 847
27 67 658
68 27 913
27 73 907
27 76 309
77 27 593
29 28 206
31 28 734
32 28 988
33 28 1
35 28 280
36 28 175
38 28 121
28 41 994
28 42 286
28 43 391
44 28 781
45 28 499
47 28 860
28 50 304
51 28 790
54 28 197
57 28 576
28 60 924
28 62 484
64 28 313
28 66 262
68 28 999
69 28 589
28 71 508
28 72 500
73 28 152
76 28 178
28 77 642
78 28 902
31 29 412
29 32 199
33 29 8
29 34 340
35 29 467
29 37 631
29 38 129
39 29 567
42 29 545
44 29 966
45 29 114
29 49 256
50 29 470
51 29 557
29 52 414
53 29 737
29 54 735
58 29 530
29 59 139
29 60 457
61 29 139
64 29 781
65 29 699
29 66 452
67 29 358
29 68 924
29 69 388
29 70 225
72 29 313
73 29 335
29 74 376
75 29 643
29 76 87
29 77 669
78 29 557
29 79 545
32 30 330
35 30 22
38 30 894
40 30 525
42 30 525
30 45 870
46 30 760
47 30 201
30 48 655
49 30 505
50 30 15
51 30 325
30 53 830
55 30 313
57 30 695
59 30 338
30 60 674
30 61 177
62 30 282
30 63 746
30 65 214
67 30 254
68 30 896
69 30 862
70 30 322
72 30 256
30 73 979
30 74 767
75 30 636
30 76 358
77 30 143
36 31 693
38 31 650
31 39 575
40 31 360
41 31 731
44 31 833
45 31 722
46 31 84
31 47 705
31 48 682
49 31 751
31 50 612
31 51 912
52 31 719
53 31 972
54 31 727
31 55 282
57 31 514
58 31 513
31 61 783
67 31 912
31 68 407
31 71 427
31 72 378
31 73 649
75 31 413
76 31 957
31 79 651
32 34 986
35 32 377
32 36 826
32 37 895
32 39 968
32 40 371
47 32 789
49 32 208
32 50 376
51 32 503
52 32 257
53 32 156
54 32 432
32 55 741
56 32 41
57 32 831
58 32 403
32 59 450
32 62 25
63 32 789
64 32 665
65 32 332
67 32 707
68 32 609
69 32 332
70 32 466
32 72 372
32 73 330
32 74 212
78 32 201
79 32 140
34 33 744
35 33 164
37 33 552
33 40 713
41 33 251
33 42 707
44 33 822
45 33 77
46 33 500
48 33 572
33 49 718
33 50 131
51 33 898
33 52 966
54 33 874
33 55 198
56 33 215
33 57 389
59 33 149
33 60 770
62 33 512
63 33 783
65 33 111
33 67 137
33 68 249
69 33 776
70 33 997
33 71 168
72 33 94
73 33 558
33 74 919
33 75 359
76 33 459
33 77 550
33 78 480
37 34 812
34 38 269
39 34 165
34 40 713
41 34 936
42 34 454
34 43 743
45 34 47
34 47 81
34 48 845
34 49 972
50 34 504
51 34 271
52 34 924
53 34 238
54 34 866
55 34 959
56 34 145
34 57 781
58 34 988
34 61 490
34 62 341
34 63 627
65 34 226
34 67 743
68 34 704
69 34 312
34 70 646
71 34 549
34 75 683
34 76 703
34 77 634
34 78 298
79 34 692
36 35 142
37 35 838
38 35 783
35 43 597
35 45 466
35 46 904
35 47 994
48 35 918
35 49 265
51 35 135
35 52 82
53 35 503
54 35 775
35 55 728
35 58 190
60 35 854
35 61 186
35 62 713
35 63 839
35 64 607
66 35 885
67 35 529
35 68 177
69 35 967
70 35 712
71 35 613
35 74 726
35 75 848
78 35 407
79 35 100
36 37 195
38 36 808
36 39 127
41 36 909
42 36 649
43 36 146
44 36 932
45 36 859
36 47 373
36 48 187
36 49 45
50 36 728
36 51 377
36 52 342
36 54 670
36 56 783
36 58 681
36 59 889
60 36 142
36 62 960
63 36 174
65 36 686
67 36 471
36 69 664
36 71 399
73 36 147
36 76 616
79 36 207
37 39 363
40 37 306
41 37 990
37 42 584
45 37 680
46 37 362
37 49 222
50 37 484
37 51 415
37 52 396
54 37 485
55 37 327
56 37 341
37 57 806
60 37 361
62 37 554
66 37 283
37 69 219
37 72 445
37 73 159
74 37 31
76 37 649
39 38 713
40 38 944
41 38 801
38 43 602
46 38 615
38 47 9
48 38 487
38 50 588
38 52 799
38 55 121
38 56 474
58 38 26
60 38 700
61 38 173
62 38 775
63 38 408
64 38 613
65 38 45
38 66 343
68 38 795
38 70 85
72 38 645
38 73 167
74 38 78
38 75 876
38 76 269
77 38 776
78 38 62
79 38 539
40 39 137
41 39 456
39 43 919
39 44 276
46 39 570
39 47 944
39 48 460
39 49 471
50 39 19
39 52 908
39 54 555
55 39 886
39 56 205
39 59 765
60 39 127
39 61 866
62 39 339
64 39 122
65 39 156
39 66 404
68 39 615
69 39 83
72 39 175
39 75 773
76 39 459
78 39 973
79 39 692
41 40 942
42 40 681
43 40 985
40 44 413
45 40 473
40 47 380
48 40 325
40 49 793
50 40 357
40 51 588
40 52 673
53 40 747
40 55 807
56 40 838
57 40 435
59 40 623
40 61 348
40 62 226
40 63 20
64 40 809
65 40 503
67 40 403
68 40 48
40 69 430
73 40 313
40 74 442
75 40 666
76 40 680
77 40 276
79 40 339
41 43 30
45 41 414
41 46 223
41 49 447
41 50 653
41 51 130
41 52 454
41 53 400
41 54 853
56 41 593
41 57 871
41 58 904
60 41 214
41 62 871
64 41 5
41 65 459
66 41 533
67 41 56
41 68 808
41 70 496
41 72 173
41 73 656
74 41 708
75 41 604
41 76 962
41 78 204
42 44 446
42 45 551
42 46 740
48 42 911
42 49 170
42 50 468
42 51 690
42 56 702
57 42 768
58 42 605
42 59 372
42 60 60
61 42 2
42 62 94
66 42 872
67 42 414
42 69 343
42 72 501
73 42 638
74 42 320
42 75 835
42 76 488
42 77 515
42 78 199
79 42 45
44 43 15
46 43 778
48 43 173
51 43 959
52 43 494
43 54 118
56 43 536
43 58 986
59 43 420
43 60 802
61 43 547
63 43 647
64 43 647
43 65 993
43 66 91
70 43 775
71 43 813
73 43 654
74 43 59
43 75 789
76 43 740
79 43 134
46 44 809
44 49 918
44 50 516
52 44 401
54 44 967
44 55 912
44 56 687
44 57 844
44 60 547
61 44 912
44 62 632
44 66 2
44 68 175
44 70 354
44 74 313
44 77 694
78 44 401
44 79 805
46 45 843
45 47 35
45 48 652
45 49 284
45 52 826
45 53 292
56 45 733
57 45 294
58 45 879
45 59 92
45 61 672
45 62 103
63 45 4
64 45 239
45 65 641
45 66 893
45 67 235
68 45 343
45 69 834
72 45 772
45 73 896
74 45 297
45 75 211
76 45 651
77 45 810
78 45 165
48 46 398
46 49 140
46 50 150
51 46 481
46 52 855
46 53 87
46 55 299
58 46 935
60 46 906
46 61 272
62 46 39
46 65 90
46 66 701
67 46 293
69 46 457
46 73 197
46 75 825
46 76 385
77 46 397
46 78 636
48 47 461
47 49 411
50 47 260
52 47 921
47 54 260
55 47 800
60 47 641
62 47 104
47 63 154
47 65 653
47 66 933
67 47 668
69 47 658
70 47 413
47 72 940
47 74 888
47 75 107
47 76 473
47 77 349
78 47 150
47 79 142
48 49 955
50 48 469
51 48 43
48 52 682
48 53 282
54 48 357
57 48 561
58 48 528
48 59 154
62 48 816
48 65 924
67 48 136
71 48 1
48 72 110
48 73 974
74 48 266
76 48 994
78 48 532
48 79 579
50 49 21
49 51 390
52 49 697
53 49 597
49 57 228
49 59 654
60 49 307
49 61 705
49 64 516
65 49 378
49 67 936
49 69 712
70 49 39
49 72 525
74 49 685
49 75 888
76 49 676
77 49 231
49 78 466
51 50 696
50 52 709
50 53 850
54 50 540
50 55 855
56 50 679
50 57 573
58 50 690
61 50 190
62 50 493
63 50 508
50 66 560
67 50 881
69 50 774
70 50 254
71 50 487
72 50 354
50 73 155
50 74 494
50 75 419
50 76 574
78 50 754
51 53 674
56 51 620
57 51 502
58 51 893
59 51 559
61 51 101
65 51 743
66 51 907
51 67 955
68 51 592
69 51 963
70 51 142
51 72 993
51 74 465
51 76 262
51 77 492
55 52 657
56 52 982
52 57 177
52 58 430
52 59 110
52 60 333
52 61 627
52 62 292
52 63 486
64 52 998
67 52 490
68 52 943
69 52 877
52 70 900
52 71 822
74 52 645
75 52 314
76 52 113
52 77 551
79 52 921
54 53 248
55 53 287
53 59 650
61 53 144
65 53 350
53 66 392
53 67 105
53 68 989
70 53 24
71 53 871
53 73 128
53 74 358
53 75 628
53 78 124
53 79 392
56 54 180
57 54 182
58 54 612
61 54 975
54 64 303
54 65 709
67 54 846
68 54 710
70 54 408
54 71 435
54 72 455
74 54 322
54 75 933
76 54 401
54 77 975
54 79 740
57 55 185
55 58 936
55 59 426
55 62 961
55 63 306
55 65 769
68 55 673
55 71 714
55 73 25
55 74 998
55 75 654
76 55 285
55 77 141
79 55 319
56 57 635
61 56 906
56 62 536
56 64 726
65 56 235
66 56 7
67 56 152
68 56 163
56 69 264
56 70 29
56 71 287
72 56 649
75 56 171
56 76 864
78 56 675
56 79 655
59 57 919
57 60 867
62 57 599
57 64 815
65 57 319
57 66 946
57 67 465
57 68 875
69 57 323
70 57 302
57 72 642
74 57 51
57 77 95
57 78 949
57 79 625
64 58 568
65 58 651
66 58 175
69 58 600
70 58 125
72 58 500
73 58 650
76 58 101
77 58 240
78 58 866
79 58 151
60 59 931
59 61 382
62 59 753
64 59 394
59 65 310
59 67 876
68 59 504
59 69 814
59 70 994
71 59 462
59 72 148
59 74 727
75 59 541
59 76 716
78 59 918
59 79 230
60 61 920
62 60 240
64 60 89
66 60 256
60 67 443
68 60 209
69 60 925
70 60 40
71 60 630
72 60 683
73 60 711
74 60 984
75 60 728
77 60 413
61 64 350
61 67 628
61 68 540
61 70 346
61 71 287
61 73 399
61 74 199
61 75 88
61 76 442
61 77 844
61 78 819
79 61 68
63 62 715
62 64 807
62 65 303
62 68 260
71 62 579
62 73 473
62 76 716
77 62 3
78 62 148
62 79 655
64 63 378
63 66 385
63 67 592
63 69 723
70 63 265
71 63 249
63 73 162
63 76 474
66 64 64
67 64 73
70 64 331
64 71 860
64 73 234
64 74 405
76 64 247
64 78 592
64 79 12
66 65 92
65 67 526
68 65 373
65 69 368
70 65 209
72 65 203
73 65 306
65 75 205
76 65 556
65 78 880
79 65 159
67 66 341
70 66 862
71 66 704
66 73 745
66 74 294
66 77 89
79 66 172
68 67 530
70 67 225
74 67 589
67 75 463
78 67 895
67 79 686
68 69 228
70 68 810
68 72 936
68 73 214
68 74 39
68 79 720
71 69 459
69 72 111
69 77 375
69 79 235
73 70 898
74 70 91
76 70 845
77 70 413
70 78 264
79 70 786
73 71 266
71 75 247
76 71 32
71 77 955
79 71 488
72 74 502
72 75 279
77 72 743
79 72 767
73 74 33
76 73 684
73 77 151
78 73 857
79 73 837
74 76 711
77 74 321
78 74 966
74 79 865
75 76 255
75 77 831
75 78 113
76 79 642
78 77 714
77 79 935
78 79 505
1
19
10 37
2 1 154
1 3 513
4 1 587
5 1 918
6 1 403
7 1 978
9 1 365
10 1 844
2 4 479
2 5 295
6 2 939
2 7 502
8 2 270
9 2 32
10 2 982
3 4 209
5 3 26
3 6 393
3 7 404
8 3 361
9 3 498
10 3 395
4 5 814
4 7 474
9 4 34
4 10 666
5 7 928
5 9 832
10 5 529
6 7 581
6 8 996
6 9 951
6 10 553
8 7 952
7 9 630
7 10 187
10 8 659
3
10 3 7
87 1398
1 4 87
1 10 151
11 1 246
17 1 933
18 1 293
19 1 653
20 1 298
21 1 463
22 1 347
1 27 382
32 1 971
35 1 966
1 36 194
1 38 330
1 39 380
42 1 77
45 1 357
46 1 175
1 50 843
1 53 554
54 1 989
56 1 934
1 60 322
67 1 642
68 1 949
72 1 795
75 1 128
1 82 370
1 85 671
2 9 201
2 11 638
2 12 718
14 2 269
2 20 404
2 21 267
22 2 502
24 2 369
25 2 277
29 2 72
2 32 796
34 2 101
35 2 994
39 2 524
40 2 783
45 2 356
2 46 723
2 47 697
2 48 459
50 2 735
2 53 413
2 54 462
2 55 887
2 56 769
57 2 771
58 2 243
59 2 414
2 63 292
2 68 536
71 2 32
2 72 190
2 74 777
2 75 423
77 2 798
2 83 348
7 3 284
3 10 284
12 3 68
3 14 870
20 3 373
3 22 312
23 3 996
3 24 799
25 3 17
35 3 24
3 37 755
44 3 463
3 45 6
3 54 30
3 57 949
3 58 481
63 3 683
3 64 367
3 75 118
77 3 35
79 3 910
3 83 227
86 3 346
87 3 377
5 4 388
4 7 793
8 4 958
4 9 130
4 14 660
20 4 240
4 26 780
4 30 609
4 31 316
33 4 215
36 4 107
4 39 318
41 4 115
4 46 886
4 47 77
4 48 226
50 4 525
4 52 610
53 4 831
55 4 303
57 4 667
58 4 557
4 62 389
4 64 605
4 65 576
70 4 116
72 4 923
76 4 6
4 81 108
4 83 855
85 4 829
10 5 12
5 11 93
5 12 821
13 5 496
19 5 213
5 22 497
5 24 917
5 26 31
5 29 462
5 30 165
5 38 165
5 39 151
46 5 276
5 49 482
50 5 975
51 5 475
5 58 285
5 63 603
5 65 968
5 67 769
5 71 445
5 73 936
5 75 527
78 5 890
5 79 753
83 5 870
5 85 356
86 5 838
6 7 424
6 14 980
6 16 822
17 6 46
6 21 181
6 22 111
6 23 563
24 6 856
6 25 239
6 27 847
29 6 333
31 6 847
34 6 481
6 35 16
36 6 23
6 40 656
6 42 330
43 6 50
6 44 476
6 45 735
51 6 494
6 53 450
6 54 928
6 55 199
56 6 419
57 6 871
64 6 13
71 6 709
75 6 693
6 79 477
82 6 399
6 87 742
8 7 530
7 9 757
7 11 448
13 7 196
7 14 366
7 16 531
7 23 814
7 24 630
30 7 929
31 7 422
7 36 520
47 7 445
48 7 860
49 7 436
7 50 292
7 53 391
59 7 912
7 62 708
7 65 828
74 7 15
7 75 295
76 7 810
80 7 476
84 7 907
9 8 368
11 8 302
8 13 237
8 18 717
8 20 39
8 21 621
23 8 710
8 27 363
29 8 715
8 30 287
34 8 902
38 8 168
42 8 663
8 43 55
44 8 443
8 45 488
8 48 153
8 53 551
8 59 358
63 8 119
8 80 174
81 8 841
8 84 628
85 8 811
86 8 68
12 9 495
13 9 695
17 9 325
18 9 975
9 19 347
23 9 211
24 9 524
9 30 588
35 9 287
9 36 273
9 38 171
39 9 561
9 41 679
9 42 64
45 9 582
9 48 451
49 9 570
51 9 735
9 52 392
9 53 318
9 55 542
56 9 780
59 9 792
9 61 97
63 9 176
9 68 648
9 70 551
9 71 616
9 72 799
9 73 768
74 9 684
9 77 232
81 9 835
84 9 285
86 9 360
9 87 438
10 12 574
10 13 117
16 10 67
10 19 456
22 10 194
10 24 345
25 10 173
10 26 642
10 27 642
10 30 693
31 10 357
10 33 131
10 35 919
10 37 115
39 10 222
10 40 429
10 41 693
10 42 695
46 10 981
10 50 97
10 51 859
10 52 268
10 55 340
57 10 296
58 10 727
10 62 830
10 65 698
10 68 219
70 10 768
72 10 727
76 10 129
83 10 740
10 86 154
11 12 27
11 16 166
11 17 35
11 18 5
11 21 523
22 11 517
11 29 818
11 30 118
11 31 141
33 11 802
11 36 225
37 11 101
11 39 362
40 11 393
45 11 475
49 11 829
11 50 519
11 52 647
11 53 407
11 54 544
11 56 484
60 11 399
67 11 872
70 11 192
11 71 88
72 11 158
11 76 229
81 11 718
11 82 996
11 85 791
13 12 554
14 12 599
16 12 155
18 12 607
12 26 469
12 27 394
31 12 497
32 12 306
12 34 706
12 35 868
37 12 105
39 12 181
42 12 895
12 43 196
44 12 876
12 46 490
48 12 320
12 51 191
54 12 889
12 55 231
56 12 597
12 57 325
59 12 944
12 64 790
66 12 455
12 69 610
76 12 662
79 12 215
80 12 543
12 82 958
12 86 220
13 16 122
18 13 935
13 20 574
27 13 639
31 13 790
39 13 518
40 13 112
42 13 642
46 13 796
13 48 840
49 13 731
13 51 663
13 52 68
57 13 612
13 58 437
62 13 746
13 63 479
67 13 445
13 68 98
70 13 831
13 71 556
73 13 618
13 74 612
76 13 678
13 78 963
80 13 470
13 82 318
13 83 54
13 85 941
13 86 128
14 20 911
21 14 143
24 14 50
30 14 19
14 31 589
14 33 159
36 14 961
14 37 863
38 14 760
14 43 878
14 44 92
14 47 838
14 50 235
51 14 514
14 55 729
14 59 1
60 14 438
61 14 371
14 62 482
14 63 945
65 14 255
66 14 288
68 14 598
14 71 342
14 72 268
14 73 568
74 14 214
77 14 259
14 82 962
85 14 922
15 18 256
19 15 264
20 15 618
15 22 126
15 24 351
15 30 630
35 15 310
36 15 849
15 40 522
44 15 263
15 51 392
15 52 813
15 56 985
58 15 468
60 15 988
15 65 199
66 15 507
69 15 68
72 15 897
74 15 71
15 79 930
15 85 68
87 15 284
17 16 516
18 16 181
30 16 953
33 16 469
16 40 413
41 16 757
16 43 16
45 16 880
16 48 233
16 49 929
16 52 919
16 54 501
16 55 144
16 58 418
62 16 673
16 64 248
65 16 927
16 67 487
16 72 862
16 73 378
75 16 904
78 16 579
80 16 112
84 16 982
87 16 183
19 17 898
21 17 439
17 25 197
17 26 15
28 17 944
38 17 678
40 17 355
17 44 691
17 45 745
46 17 324
49 17 544
53 17 325
54 17 890
55 17 316
57 17 719
17 60 643
68 17 183
72 17 373
17 74 602
75 17 93
76 17 794
17 78 203
79 17 300
17 81 224
17 83 491
17 85 724
18 24 701
25 18 454
28 18 362
31 18 540
32 18 826
33 18 11
18 34 246
18 35 585
18 36 571
41 18 754
18 46 722
18 50 488
54 18 91
57 18 606
58 18 883
18 70 638
18 71 667
74 18 337
76 18 60
18 78 352
18 80 816
18 83 656
86 18 18
21 19 827
25 19 576
28 19 181
29 19 639
40 19 124
19 42 513
43 19 724
19 46 315
52 19 226
19 53 34
59 19 223
19 61 743
19 70 903
71 19 279
73 19 914
19 79 816
19 82 667
85 19 97
20 21 224
22 20 386
20 29 593
20 30 428
20 34 668
20 38 802
20 39 767
20 42 936
43 20 864
20 44 331
20 48 466
50 20 585
20 52 393
20 53 890
57 20 328
60 20 463
64 20 537
66 20 498
69 20 493
20 73 15
20 74 28
20 78 593
82 20 663
20 84 359
85 20 747
20 87 440
24 21 201
26 21 949
27 21 669
21 28 183
21 32 156
21 38 9
41 21 209
21 42 903
45 21 9
50 21 223
51 21 901
21 55 326
58 21 664
59 21 295
60 21 402
61 21 615
64 21 852
65 21 596
21 74 357
75 21 336
76 21 77
80 21 920
21 85 136
22 27 994
22 35 980
22 40 86
50 22 351
55 22 340
22 56 411
59 22 814
61 22 19
22 62 95
67 22 819
72 22 829
22 73 506
22 78 611
82 22 675
86 22 922
23 24 413
28 23 90
29 23 832
23 32 179
33 23 481
23 36 896
38 23 664
42 23 302
23 43 599
23 45 513
47 23 85
23 49 264
50 23 436
51 23 274
23 52 120
23 57 522
23 59 874
60 23 439
23 61 875
23 63 622
65 23 61
23 69 956
23 71 534
23 72 918
23 73 110
23 77 964
79 23 523
23 82 294
23 83 203
85 23 445
87 23 235
26 24 301
24 28 621
29 24 449
30 24 775
32 24 616
24 35 433
24 37 871
24 41 486
42 24 671
43 24 488
45 24 704
24 46 126
24 48 390
49 24 135
24 51 11
52 24 659
24 54 157
55 24 959
59 24 225
60 24 850
61 24 672
65 24 374
68 24 457
73 24 409
76 24 808
82 24 708
24 83 685
24 84 467
86 24 336
28 25 991
25 29 180
25 32 689
34 25 761
25 36 1000
38 25 798
25 39 468
40 25 542
25 43 932
25 44 923
46 25 237
25 50 961
25 54 715
55 25 252
25 58 13
25 59 692
60 25 572
25 62 464
25 66 973
70 25 865
25 72 288
76 25 896
77 25 191
78 25 595
83 25 122
86 25 476
26 28 331
29 26 234
26 31 190
33 26 980
26 34 883
26 37 331
40 26 414
42 26 927
43 26 47
49 26 765
26 50 870
26 51 640
26 55 393
26 57 742
59 26 2
60 26 412
26 62 866
26 63 116
65 26 547
76 26 837
77 26 244
78 26 436
26 79 21
26 80 170
87 26 798
33 27 70
27 34 68
27 39 613
27 42 572
27 44 207
46 27 58
27 49 28
51 27 444
27 52 334
27 56 474
27 61 488
63 27 689
27 64 504
27 67 169
27 71 417
72 27 700
75 27 932
76 27 400
27 83 791
85 27 878
87 27 223
29 28 819
28 38 779
39 28 479
40 28 464
41 28 629
42 28 524
28 46 626
49 28 573
53 28 370
54 28 586
28 63 647
28 64 813
67 28 427
28 69 383
73 28 48
78 28 636
28 79 13
28 83 281
84 28 276
28 85 627
36 29 402
38 29 465
29 45 119
29 46 229
29 49 335
51 29 527
29 53 120
54 29 723
29 55 140
60 29 988
61 29 937
62 29 537
29 63 408
64 29 846
66 29 27
29 67 718
70 29 226
73 29 760
74 29 352
29 78 904
79 29 585
83 29 247
30 31 718
30 32 749
30 35 341
30 39 902
30 41 523
42 30 395
48 30 971
59 30 483
62 30 508
69 30 713
70 30 197
71 30 784
30 73 92
30 74 268
30 76 840
77 30 451
30 78 931
30 79 756
80 30 28
30 83 814
30 85 668
86 30 924
50 31 176
31 51 823
53 31 614
31 55 669
58 31 987
31 59 841
31 62 996
63 31 611
64 31 92
31 67 306
31 69 830
71 31 687
73 31 707
31 75 411
31 77 53
80 31 915
31 87 765
33 32 267
34 32 130
35 32 881
37 32 700
42 32 932
45 32 608
32 49 229
32 50 764
52 32 604
32 57 374
64 32 262
32 65 616
69 32 5
32 70 782
32 71 705
32 75 915
32 82 302
85 32 193
34 33 29
35 33 943
37 33 984
33 39 520
40 33 496
33 41 858
44 33 833
33 45 412
33 49 281
33 51 499
33 52 605
54 33 311
33 55 708
59 33 378
33 60 416
64 33 57
33 66 266
33 68 597
69 33 317
70 33 284
33 72 334
73 33 804
74 33 178
75 33 608
78 33 321
79 33 70
80 33 145
81 33 679
83 33 350
33 85 801
87 33 721
41 34 98
42 34 127
34 48 974
34 50 483
34 54 267
34 55 742
34 56 539
60 34 982
63 34 281
34 65 805
34 69 80
72 34 492
73 34 816
75 34 671
76 34 410
81 34 562
34 83 582
40 35 620
35 41 962
44 35 427
46 35 422
48 35 497
50 35 503
35 53 54
56 35 337
35 58 933
59 35 712
60 35 203
35 61 304
62 35 949
35 63 859
65 35 674
35 69 587
73 35 138
35 74 881
75 35 788
35 76 894
35 79 918
81 35 871
35 82 824
35 84 102
87 35 218
36 37 423
36 39 1000
36 41 8
44 36 314
46 36 77
36 51 489
54 36 850
36 55 79
58 36 787
60 36 367
63 36 640
36 67 173
36 69 325
71 36 958
36 75 721
36 82 947
83 36 941
86 36 530
37 38 520
37 40 438
37 47 496
37 50 600
56 37 459
58 37 158
59 37 775
60 37 194
68 37 511
37 69 438
37 70 743
37 71 280
73 37 458
37 74 24
37 75 426
79 37 137
37 80 943
37 83 303
84 37 747
86 37 62
38 43 622
44 38 396
45 38 142
38 47 928
38 48 706
50 38 738
51 38 814
38 53 772
54 38 233
38 57 594
58 38 77
60 38 94
61 38 807
38 62 439
38 66 504
38 67 91
38 68 435
38 69 131
71 38 688
74 38 918
76 38 544
77 38 872
38 79 426
80 38 884
38 81 781
83 38 648
38 85 295
38 86 832
87 38 758
43 39 686
39 44 637
45 39 64
46 39 345
47 39 706
39 51 717
52 39 446
53 39 234
54 39 185
57 39 203
58 39 455
39 63 496
39 65 954
39 73 289
77 39 479
39 79 797
39 81 658
40 42 291
43 40 588
40 45 386
46 40 849
40 47 268
48 40 255
40 55 336
65 40 635
69 40 40
70 40 558
76 40 120
40 78 129
79 40 929
40 80 92
40 81 276
40 85 821
40 86 346
87 40 895
41 43 12
46 41 529
41 47 119
41 48 713
41 49 530
59 41 656
62 41 35
41 67 888
41 73 518
74 41 27
77 41 127
41 78 422
81 41 203
41 84 414
87 41 650
42 45 682
46 42 496
42 48 793
42 50 548
51 42 885
42 55 848
42 60 296
64 42 322
42 65 605
78 42 906
42 79 123
42 80 301
42 81 613
82 42 401
83 42 758
85 42 91
87 42 803
43 44 533
46 43 1
43 49 804
43 52 65
55 43 209
57 43 377
60 43 6
43 62 798
43 65 155
67 43 662
43 73 297
75 43 274
43 77 120
83 43 180
43 86 988
44 45 581
48 44 637
51 44 290
44 53 407
44 57 408
60 44 886
63 44 269
65 44 926
44 69 713
76 44 723
44 79 206
80 44 4
44 81 404
82 44 190
87 44 624
45 46 470
45 48 957
45 51 438
45 54 107
45 55 844
57 45 527
58 45 271
59 45 956
61 45 428
45 63 297
45 68 184
70 45 90
74 45 815
75 45 235
45 76 796
45 78 42
45 79 97
82 45 341
83 45 993
85 45 748
47 46 109
48 46 968
49 46 644
51 46 892
46 53 590
46 55 419
56 46 235
46 57 266
46 59 319
61 46 624
63 46 545
64 46 467
46 65 701
46 66 836
71 46 638
73 46 518
46 74 464
78 46 970
79 46 637
82 46 151
84 46 998
46 85 113
47 48 692
47 50 159
47 51 383
47 52 657
47 53 95
60 47 474
62 47 617
63 47 706
47 69 669
70 47 264
71 47 838
47 72 166
73 47 465
47 77 580
47 78 202
82 47 642
47 83 259
47 86 576
47 87 837
55 48 49
60 48 756
62 48 183
64 48 919
66 48 376
75 48 662
77 48 450
80 48 967
48 82 651
83 48 537
48 84 572
49 50 26
51 49 126
52 49 455
53 49 102
49 55 19
49 56 509
49 59 730
49 68 795
69 49 877
72 49 965
49 75 384
76 49 780
49 83 322
51 50 681
52 50 310
50 54 366
57 50 32
60 50 918
50 68 225
74 50 95
50 75 535
50 77 607
79 50 31
50 80 53
81 50 804
50 82 58
50 83 420
84 50 575
51 57 345
51 59 440
62 51 125
70 51 978
72 51 978
51 75 297
